name	uri	type	address	email	web	angebote	ortsteile
Grundschule - Theodor-Körner-Schule	http://www.leipzig.de/detailansicht-adresse/grundschule-theodor-koerner-schule/	Grundschule	"[{""address""=>"",,Schlehenweg 32,04329,Leipzig,"", ""location""=>{:lat=>51.35382, :lng=>12.461895}}]"	Th.-koerner-schule@t-online.de	http://www.sn.schule.de/~gskoernl//	Ganztagsangebote	"[""Ost"", ""Paunsdorf""]"
Grundschule - Wilhelm-Busch-Schule	http://www.leipzig.de/detailansicht-adresse/grundschule-wilhelm-busch-schule/	Grundschule	"[{""address""=>"",,Heinrichstraße 43/45,04317,Leipzig,"", ""location""=>{:lat=>51.337966, :lng=>12.401421}}]"	Wilhelm-busch-schule-leipzig@t-online.de	http://www.wilhelm-busch-schule-leipzig.de/	Ganztagsangebote	"[""Südost"", ""Reudnitz-Thonberg""]"
Grundschule - Wilhelm-Hauff-Schule	http://www.leipzig.de/detailansicht-adresse/grundschule-wilhelm-hauff-schule/	Grundschule	"[{""address""=>"",,Diderot Straße 37,04159,Leipzig,"", ""location""=>{:lat=>39.390897, :lng=>-99.066067}}]"	W.-Hauff-Grundschule@t-online.de	http://cms.sn.schule.de/hauffgs		"[""Nordwest"", ""Möckern""]"
Grundschule - Wilhelm-Wander-Schule	http://www.leipzig.de/detailansicht-adresse/grundschule-wilhelm-wander-schule/	Grundschule	"[{""address""=>"",,Schulze-Delitzsch-Straße 23,04315,Leipzig,"", ""location""=>{:lat=>51.348545, :lng=>12.402998}}]"	WI-wa-schule@t-online.de	http://www.sn.schule.de/~gs-wi-wa/	Ganztagsangebote	"[""Ost"", ""Volkmarsdorf""]"
Freier Träger - Freie Oberschule Dr. P. Rahn & Partner	http://www.leipzig.de/detailansicht-adresse/freier-traeger-freie-oberschule-dr-p-rahn-partner/	Oberschule	"[{""address""=>"",,Kochstraße 28a,04275,Leipzig,"", ""location""=>{:lat=>51.321519, :lng=>12.370391}}]"	mittelschule-lpz@rahn-schulen.de	http://www.rahn-schulen.de/mittelschule-lpz/		"[""Süd"", ""Südvorstadt""]"
Freier Träger - Oberschule Gohlis	http://www.leipzig.de/detailansicht-adresse/freier-traeger-oberschule-gohlis/	Oberschule	"[{""address""=>"",,Lützowstraße 8,04155,Leipzig,"", ""location""=>{:lat=>51.359537, :lng=>12.36887}}]"	gohlis@schugel.de	http://www.schugel.de/Schulen_fur_gemeinschaftliches_Lernen/Willkommen.html		"[""Nord"", ""Gohlis-Mitte""]"
Freier Träger - TÜV Oberschule Leipzig	http://www.leipzig.de/detailansicht-adresse/freier-traeger-tuev-oberschule-leipzig/	Oberschule	"[{""address""=>"",,Paul-Gruner-Straße 59,04107,Leipzig,"", ""location""=>{:lat=>51.328885, :lng=>12.370455}}]"	ralf.schildroth@de.tuv.com	http://www.tuev-mittelschule.de/		"[""Mitte"", ""Zentrum-Süd""]"
Oberschule - 125. Schule	http://www.leipzig.de/detailansicht-adresse/oberschule-125-schule/	Oberschule	"[{""address""=>"",,Heinrichstraße 43/45,04317,Leipzig,"", ""location""=>{:lat=>51.337966, :lng=>12.401421}}]"	info@125-mittelschule-leipzig.de	http://www.sn.schule.de/~ms125l/	Ganztagsangebote	"[""Ost"", ""Reudnitz-Thonberg""]"
Oberschule - 16. Schule	http://www.leipzig.de/detailansicht-adresse/oberschule-16-schule/	Oberschule	"[{""address""=>"",,Konradstraße 67,04315,Leipzig,"", ""location""=>{:lat=>51.34451, :lng=>12.408846}}]"	post@ms16.de	http://www.ms16.de/	Ganztagsangebote,Schulbibliothek	"[""Volkmarsdorf"", ""Ost""]"
Oberschule - 20. Schule	http://www.leipzig.de/detailansicht-adresse/oberschule-20-schule/	Oberschule	"[{""address""=>"",,Bästleinstraße 14,04347,Leipzig,"", ""location""=>{:lat=>51.354561, :lng=>12.426237}}]"	20.Schule-MS@web.de	http://www.20schule-ms.de/	Ganztagsangebote	"[""Schönefeld-Ost"", ""Nordost""]"
Oberschule - 35. Schule	http://www.leipzig.de/detailansicht-adresse/oberschule-35-schule/	Oberschule	"[{""address""=>"",,Virchowstraße 4/6,04157,Leipzig,"", ""location""=>{:lat=>51.371349, :lng=>12.376954}}]"	35.Mittelschule-Leipzig@gmx.de	http://www.35mittelschule-leipzig.de/	Ganztagsangebote	"[""Gohlis-Mitte"", ""Nord""]"
Oberschule - 56. Schule	http://www.leipzig.de/detailansicht-adresse/oberschule-56-schule/	Oberschule	"[{""address""=>"",,Dieskaustraße 213,04249,Leipzig,"", ""location""=>{:lat=>51.29988, :lng=>12.328149}}]"	sekretariat@56-Mittelschule-Leipzig.de	http://www.56-mittelschule-leipzig.de/	Ganztagsangebote,Schulbibliothek	"[""Südwest"", ""Großzschocher""]"
Oberschule - 68. Schule	http://www.leipzig.de/detailansicht-adresse/oberschule-68-schule/	Oberschule	"[{""address""=>"",,Breitenfelder Straße 19,04155,Leipzig,"", ""location""=>{:lat=>51.365449, :lng=>12.362161}}]"	Leipzig-ms68@t-online.de	http://www.mittelschule-moeckern.de/	Ganztagsangebote,Schulbibliothek	"[""Nord"", ""Gohlis-Süd""]"
Oberschule - 84. Schule	http://www.leipzig.de/detailansicht-adresse/oberschule-84-schule/	Oberschule	"[{""address""=>"",,Stuttgarter Allee 5,04209,Leipzig,"", ""location""=>{:lat=>51.314568, :lng=>12.291734}}]"	Leipzig-84.ms@t-online.de	http://www.84-ms-leipzig.de/	Ganztagsangebote	"[""Grünau-Mitte"", ""West""]"
Oberschule - 94. Schule	http://www.leipzig.de/detailansicht-adresse/oberschule-94-schule/	Oberschule	"[{""address""=>"",,Miltitzer Weg 3,04205,Leipzig,"", ""location""=>{:lat=>51.320376, :lng=>12.266481}}]"	Sekretariat94.ms@web.de	http://www.94ms.de.vu/	Ganztagsangebote	"[""West"", ""Grünau-Nord""]"
Oberschule - Apollonia-von-Wiedebach-Schule	http://www.leipzig.de/detailansicht-adresse/oberschule-apollonia-von-wiedebach-schule/	Oberschule	"[{""address""=>"",,Arno-Nitzsche-Straße 7,04277,Leipzig,"", ""location""=>{:lat=>51.311058, :lng=>12.375034}}]"	wiedebachschule-leipzig@t-online.de	http://www.wiedebachschule-leipzig.de/	Ganztagsangebote	"[""Süd"", ""Connewitz""]"
Oberschule - Georg-Schumann-Schule	http://www.leipzig.de/detailansicht-adresse/oberschule-georg-schumann-schule/	Oberschule	"[{""address""=>"",,Glockenstraße 6,04103,Leipzig,"", ""location""=>{:lat=>51.333037, :lng=>12.382644}}]"	GSSchule@gmx.de	http://www.georg-schumann-schule.de/	Ganztagsangebote	"[""Zentrum-Südost"", ""Mitte""]"
Oberschule - Geschwister-Scholl-Schule Liebertwolkwitz	http://www.leipzig.de/detailansicht-adresse/oberschule-geschwister-scholl-schule-liebertwolkwitz/	Oberschule	"[{""address""=>"",,Am Angerteich 2,04288,Leipzig,"", ""location""=>{:lat=>51.283793, :lng=>12.458814}}]"	Mittelschule-Liebertwolkwitz@t-online.de	http://www.sn.schule.de/~ms-liebertwolkwitz/	Ganztagsangebote,Schulbibliothek	"[""Südost"", ""Liebertwolkwitz""]"
Oberschule - Heinrich-Pestalozzi-Schule	http://www.leipzig.de/detailansicht-adresse/oberschule-heinrich-pestalozzi-schule/	Oberschule	"[{""address""=>"",,Pestalozzistra0ße 39/41,04178,Leipzig,"", ""location""=>{:lat=>39.390897, :lng=>-99.066067}}]"	mshpestalozzi@t-online.de	http://cms.sn.schule.de/mspestal/start/	Ganztagsangebote	"[""Alt-West"", ""Böhlitz-Ehrenberg""]"
Oberschule - Helmholtzschule	http://www.leipzig.de/detailansicht-adresse/oberschule-helmholtzschule/	Oberschule	"[{""address""=>"",,Helmholtzstraße 6,04177,Leipzig,"", ""location""=>{:lat=>51.332908, :lng=>12.329114}}]"	mshelmholtz@t-online.de	http://www.helmholtzschule-leipzig.de/	Ganztagsangebote,Schulbibliothek	"[""Lindenau"", ""Alt-West""]"
Oberschule - Lene-Voigt-Schule	http://www.leipzig.de/detailansicht-adresse/oberschule-lene-voigt-schule/	Oberschule	"[{""address""=>"",,Willi-Bredel-Straße 11,04279,Leipzig,"", ""location""=>{:lat=>51.301054, :lng=>12.401115}}]"	Schulleitung@Lene-Voigt-Schule-Leipzig.de	http://www.lene-voigt-schule-leipzig.de/	Ganztagsangebote	"[""Süd"", ""Lößnig""]"
Oberschule - Paul-Robeson-Schule	http://www.leipzig.de/detailansicht-adresse/oberschule-paul-robeson-schule/	Oberschule	"[{""address""=>"",,Jungmannstraße 5,04159,Leipzig,"", ""location""=>{:lat=>51.382104, :lng=>12.32164}}]"	paul-robeson-mittelschule@t-online.de	http://www.sn.schule.de/~ms-robeson-l/	Ganztagsangebote	"[""Wahren"", ""Nordwest""]"
Oberschule - Petrischule	http://www.leipzig.de/detailansicht-adresse/oberschule-petrischule/	Oberschule	"[{""address""=>"",,Paul-Gruner-Straße 50,04107,Leipzig,"", ""location""=>{:lat=>51.328724, :lng=>12.372446}}]"	petrischule.leipzig@t-online.de	http://www.petrischule-leipzig.de/	Ganztagsangebote	"[""Mitte"", ""Zentrum-Süd""]"
Oberschule - Schule Am Adler	http://www.leipzig.de/detailansicht-adresse/oberschule-schule-am-adler/	Oberschule	"[{""address""=>"",,Antonienstraße 24,04229,Leipzig,"", ""location""=>{:lat=>51.320547, :lng=>12.329258}}]"	ms-adler-leipzig@web.de	http://www.schuleamadler.de/	Ganztagsangebote,Schulbibliothek	"[""Kleinzschocher"", ""Südwest""]"
Oberschule - Schule Mölkau	http://www.leipzig.de/detailansicht-adresse/oberschule-schule-moelkau/	Oberschule	"[{""address""=>"",,Schulstraße 6,04316,Leipzig,"", ""location""=>{:lat=>51.331511, :lng=>12.4448}}]"	ms-moelkau-sl@t-online.de	http://www.sn.schule.de/~ms-moelkau/	Ganztagsangebote	"[""Ost"", ""Mölkau""]"
Oberschule - Schule Paunsdorf	http://www.leipzig.de/detailansicht-adresse/oberschule-schule-paunsdorf/	Oberschule	"[{""address""=>"",,Zum Wäldchen 4,04329,Leipzig,"", ""location""=>{:lat=>51.353743, :lng=>12.466152}}]"	mittelschule.leipzig-paunsdorf@t-online.de	http://www.mittelschule-leipzig-paunsdorf.de/	Schulbibliothek	"[""Ost"", ""Paunsdorf""]"
Oberschule - Schule Portitz	http://www.leipzig.de/detailansicht-adresse/oberschule-schule-portitz/	Oberschule	"[{""address""=>"",,Lidicestraße 12,04349,Leipzig,"", ""location""=>{:lat=>51.377764, :lng=>12.43338}}]"	MSPortitz_Verwaltung@web.de	http://www.mittelschule-portitz.de/wp/	Ganztagsangebote,Schulbibliothek	"[""Nordost"", ""Thekla""]"
Oberschule - Schule Wiederitzsch	http://www.leipzig.de/detailansicht-adresse/oberschule-schule-wiederitzsch/	Oberschule	"[{""address""=>"",,Zur Schule 11,04158,Leipzig,"", ""location""=>{:lat=>51.393569, :lng=>12.372415}}]"	oberschule-wiederitzsch@web.de	http://www.oberschule-wiederitzsch.de	Ganztagsangebote	"[""Nord"", ""Wiederitzsch""]"
Sportoberschule Leipzig	http://www.leipzig.de/detailansicht-adresse/sportoberschule-leipzig/	Oberschule	"[{""address""=>"",,Max-Planck-Straße 1/3,04105,Leipzig,"", ""location""=>{:lat=>51.345787, :lng=>12.353667}}]"	sportmittelschule-leipzig@t-online.de	http://www.sportmittelschule-leipzig.de/	Ganztagsangebote	"[""Zentrum-West"", ""Mitte""]"
Gemeinschaftsschule - Nachbarschaftsschule	http://www.leipzig.de/detailansicht-adresse/gemeinschaftsschule-nachbarschaftsschule/	Gemeinschaftsschule	"[{""address""=>"",,Gemeindeamtsstraße 8/10,04177,Leipzig,"", ""location""=>{:lat=>51.337058, :lng=>12.330929}}]"	nasch-leipzig@t-online.de	http://www.nasch.de/	Ganztagsangebote,Schulbibliothek	"[""Alt-West"", ""Altlindenau""]"
Freier Träger - Musikalisch-Sportliches Gymnasium	http://www.leipzig.de/detailansicht-adresse/freier-traeger-musikalisch-sportliches-gymnasium/	Gymnasium	"[{""address""=>"",,Salomonstraße 10,04103,Leipzig,"", ""location""=>{:lat=>51.339603, :lng=>12.389001}}]"	gymnasium-lpz@rahn-schulen.de	http://www.rahndittrich.de/gymnasium-lpz		"[""Mitte"", ""Zentrum""]"
Gymnasium - Anton-Philipp-Reclam-Schule	http://www.leipzig.de/detailansicht-adresse/gymnasium-anton-philipp-reclam-schule/	Gymnasium	"[{""address""=>"",,Tarostraße 4,04103,Leipzig,"", ""location""=>{:lat=>51.325257, :lng=>12.385751}}]"	reclamgymnasium@franz-leipzig.eu	http://www.reclamgymnasium.de/	Ganztagsangebote,Schulbibliothek	"[""Mitte"", ""Zentrum-Südost""]"
Gymnasium - Friedrich-Arnold-Brockhaus-Schule	http://www.leipzig.de/detailansicht-adresse/gymnasium-friedrich-arnold-brockhaus-schule/	Gymnasium	"[{""address""=>"",,Kieler Straße 72 b,04357,Leipzig,"", ""location""=>{:lat=>51.376574, :lng=>12.420512}}]"	kontakt@brockhaus-gymnasium.de	http://www.brockhaus-gymnasium.de/	Ganztagsangebote,Schulbibliothek	"[""Mockau-Nord"", ""Nordost""]"
Gymnasium - Friedrich-Schiller-Schule	http://www.leipzig.de/detailansicht-adresse/gymnasium-friedrich-schiller-schule/	Gymnasium	"[{""address""=>"",,Elsbethstraße 2/4,04155,Leipzig,"", ""location""=>{:lat=>51.363437, :lng=>12.365707}}]"	sekretariat@fschillerg.de	http://www.fschillerg.de/	Ganztagsangebote,Schulbibliothek	"[""Nord"", ""Gohlis-Süd""]"
Gymnasium - Gustav-Hertz-Schule	http://www.leipzig.de/detailansicht-adresse/gymnasium-gustav-hertz-schule/	Gymnasium	"[{""address""=>"",,Dachsstraße 5,04329,Leipzig,"", ""location""=>{:lat=>51.357003, :lng=>12.469259}}]"	GHGSekretariat@gmx.de	http://www.gustav-hertz-gymnasium.de/	Ganztagsangebote,Schulbibliothek	"[""Heiterblick"", ""Ost""]"
Gymnasium - Humboldt-Schule	http://www.leipzig.de/detailansicht-adresse/gymnasium-humboldt-schule/	Gymnasium	"[{""address""=>"",,Möbiusstraße 8,04317,Leipzig,"", ""location""=>{:lat=>51.330427, :lng=>12.408236}}]"	schule@humboldt-leipzig.de	http://marvin.sn.schule.de/~humboldt-leipzig	Ganztagsangebote,Schulbibliothek	"[""Südost"", ""Reudnitz-Thonberg""]"
Gymnasium - Immanuel-Kant-Schule	http://www.leipzig.de/detailansicht-adresse/gymnasium-immanuel-kant-schule/	Gymnasium	"[{""address""=>"",,Scharnhorststraße 15,04275,Leipzig,"", ""location""=>{:lat=>51.319969, :lng=>12.372432}}]"	Kant-Gymnasium@t-online.de	http://www.kantgym-leipzig.de/	Ganztagsangebote,Schulbibliothek	"[""Süd"", ""Südvorstadt""]"
Gymnasium - Johannes-Kepler-Schule	http://www.leipzig.de/detailansicht-adresse/gymnasium-johannes-kepler-schule/	Gymnasium	"[{""address""=>"",,Dieskaustraße 76,04229,Leipzig,"", ""location""=>{:lat=>51.313804, :lng=>12.324318}}]"	jkg-leipzig@gmx.de	http://www.johannes-kepler-gymnasium.de/	Ganztagsangebote,Schulbibliothek	"[""Kleinzschocher"", ""Südwest""]"
Gymnasium - Leibnizschule	http://www.leipzig.de/detailansicht-adresse/gymnasium-leibnizschule/	Gymnasium	"[{""address""=>"",,Nordplatz 13,04105,Leipzig,"", ""location""=>{:lat=>51.352158, :lng=>12.375162}}]"	Leibniz.gym@t-online.de	http://www.leibniz-gymnasium-leipzig.de/	Ganztagsangebote,Schulbibliothek	"[""Mitte"", ""Zentrum-Nord""]"
Gymnasium - Lousie-Otto-Peters-Schule	http://www.leipzig.de/detailansicht-adresse/gymnasium-lousie-otto-peters-schule/	Gymnasium	"[{""address""=>"",,Bornaische Straße 104,04277,Leipzig,"", ""location""=>{:lat=>51.301798, :lng=>12.383084}}]"	sekretariat@lops-leipzig.de	http://cms.sn.schule.de/nnsl	Ganztagsangebote	"[""Süd"", ""Connewitz""]"
Gymnasium - Max-Klinger-Schule	http://www.leipzig.de/detailansicht-adresse/gymnasium-max-klinger-schule/	Gymnasium	"[{""address""=>"",,Miltitzer Weg 2/4,04205,Leipzig,"", ""location""=>{:lat=>51.322203, :lng=>12.2662}}]"	verwaltung@klingerschule.de	http://www.klingerschule.de/	Ganztagsangebote,Schulbibliothek	"[""Grünau-Nord"", ""West""]"
Gymnasium - Neue Nikolaischule	http://www.leipzig.de/detailansicht-adresse/gymnasium-neue-nikolaischule/	Gymnasium	"[{""address""=>"",,Schönbachstraße 17,04299,Leipzig,"", ""location""=>{:lat=>51.320779, :lng=>12.413604}}]"	nikolaigymnasium@t-online.de	http://www.neuenikolaischule.de/	Ganztagsangebote,Schulbibliothek	"[""Südost"", ""Stötteritz""]"
Gymnasium - Robert-Schumann-Schule	http://www.leipzig.de/detailansicht-adresse/gymnasium-robert-schumann-schule/	Gymnasium	"[{""address""=>"",,Demmeringstraße 84,04177,Leipzig,"", ""location""=>{:lat=>51.335439, :lng=>12.322807}}]"	postmaster@rsg-leipzig.de	http://www.robert-schumann-gymnasium-leipzig.de/	Ganztagsangebote,Schulbibliothek	"[""Alt-West"", ""Altlindenau""]"
Gymnasium - Thomasschule zu Leipzig	http://www.leipzig.de/detailansicht-adresse/gymnasium-thomasschule-zu-leipzig/	Gymnasium	"[{""address""=>"",,Hillerstraße 7,04109,Leipzig,"", ""location""=>{:lat=>51.336516, :lng=>12.359447}}]"	rektor@thomasschule.de	http://www.thomasschule.de/	Ganztagsangebote,Schulbibliothek	"[""Mitte"", ""Zentrum-West""]"
Gymnasium - Werner-Heisenberg-Schule	http://www.leipzig.de/detailansicht-adresse/gymnasium-werner-heisenberg-schule/	Gymnasium	"[{""address""=>"",,Renftstraße 3,04159,Leipzig,"", ""location""=>{:lat=>39.390897, :lng=>-99.066067}}]"	gyheis@web.de	http://www.whs-leipzig.de/	Ganztagsangebote,Schulbibliothek	"[""Möckern"", ""Nordwest""]"
Gymnasium - Wilhelm-Ostwald-Schule	http://www.leipzig.de/detailansicht-adresse/gymnasium-wilhelm-ostwald-schule/	Gymnasium	"[{""address""=>"",,Willi-Bredel-Straße 13/15,04279,Leipzig,"", ""location""=>{:lat=>51.300362, :lng=>12.402688}}]"	sekretariat@ostwaldportal.de	http://www.ostwaldportal.de/	Ganztagsangebote,Schulbibliothek	"[""Lößnig"", ""Süd""]"
Gymnasium Engelsdorf	http://www.leipzig.de/detailansicht-adresse/gymnasium-engelsdorf/	Gymnasium	"[{""address""=>"",,Arthur-Winkler-Straße 6,04319,Leipzig,"", ""location""=>{:lat=>51.335253, :lng=>12.481164}}]"	sekretariat@gymnasiumengelsdorf.de	http://www.gymnasiumengelsdorf.de/	Ganztagsangebote,Schulbibliothek	"[""Engelsdorf"", ""Ost""]"
Landesgymnasium für Sport Leipzig	http://www.leipzig.de/detailansicht-adresse/landesgymnasium-fuer-sport-leipzig/	Gymnasium	"[{""address""=>"",,Marschnerstraße 30,04109,Leipzig,"", ""location""=>{:lat=>51.339268, :lng=>12.355734}}]"	sportgymnasium@web.de	http://www.sportgymnasium-leipzig.de/	Ganztagsangebote,Schulbibliothek	"[""Mitte"", ""Zentrum-West""]"
Betreuungsangebot Förderzentrum für Erziehungshilfe, Schulteil A	http://www.leipzig.de/detailansicht-adresse/betreuungsangebot-foerderzentrum-fuer-erziehungshilfe-schulteil-a/	Foerderschule	"[{""address""=>"",,Garskestraße 21,04205,Leipzig,"", ""location""=>{:lat=>51.327128, :lng=>12.287128}}]"	bta-erziehungshilfe-fz@horte-leipzig.de			"[""West"", ""Schönau""]"
Betreuungsangebot Förderzentrum für Erziehungshilfe, Schulteil B	http://www.leipzig.de/detailansicht-adresse/betreuungsangebot-foerderzentrum-fuer-erziehungshilfe-schulteil-b/	Foerderschule	"[{""address""=>"",,Garskestraße 19,04205,Leipzig,"", ""location""=>{:lat=>51.32638, :lng=>12.287431}}]"	bta-erziehungshilfe-fz@horte-leipzig.de			"[""West"", ""Schönau""]"
"Betreuungsangebot Schule zur Lernförderung ""Adolph Diesterweg"""	http://www.leipzig.de/detailansicht-adresse/betreuungsangebot-schule-zur-lernfoerderung-adolph-diesterweg/	Foerderschule	"[{""address""=>"",,Portitzer Straße 1,04318,Leipzig,"", ""location""=>{:lat=>51.343801, :lng=>12.425411}}]"	bta-diesterweg-fs@horte-leipzig.de			"[""Ost"", ""Sellerhausen-Stünz""]"
"Betreuungsangebot Schule zur Lernförderung ""Ernst Zinna"""	http://www.leipzig.de/detailansicht-adresse/betreuungsangebot-schule-zur-lernfoerderung-ernst-zinna/	Foerderschule	"[{""address""=>"",,Wincklerstraße 3/5,04279,Leipzig,"", ""location""=>{:lat=>51.28661, :lng=>12.395742}}]"	bta-zinna-fs@horte-leipzig.de			"[""Süd"", ""Dölitz-Dösen""]"
"Betreuungsangebot Schule zur Lernförderung ""Fritz Gietzelt"""	http://www.leipzig.de/detailansicht-adresse/betreuungsangebot-schule-zur-lernfoerderung-fritz-gietzelt/	Foerderschule	"[{""address""=>"",,Kantatenweg 40,04229,Leipzig,"", ""location""=>{:lat=>51.318585, :lng=>12.333292}}]"	bta-gietzelt-fs@horte-leipzig.de			"[""Südwest"", ""Kleinzschocher""]"
"Betreuungsangebot Schule zur Lernförderung ""Johann-Heinrich-Pestalozzi"""	http://www.leipzig.de/detailansicht-adresse/betreuungsangebot-schule-zur-lernfoerderung-johann-heinrich-pestalozzi/	Foerderschule	"[{""address""=>"",,Hannoversche Straße 2,04157,Leipzig,"", ""location""=>{:lat=>51.374938, :lng=>12.363993}}]"	bta-pestalozzi-fs@horte-leipzig.de			"[""Nord"", ""Gohlis-Nord""]"
Betreuungsangebot Schule zur Lernförderung Grünau	http://www.leipzig.de/detailansicht-adresse/betreuungsangebot-schule-zur-lernfoerderung-gruenau/	Foerderschule	"[{""address""=>"",,Andromedaweg 25,04205,Leipzig,"", ""location""=>{:lat=>51.319479, :lng=>12.271753}}]"	bta-gruenau-fs@horte-leipzig.de			"[""West"", ""Grünau-Nord""]"
Förderzentrum / Sprachheilschule - Käthe-Kollwitz-Schule	http://www.leipzig.de/detailansicht-adresse/foerderzentrum-sprachheilschule-kaethe-kollwitz-schule/	Foerderschule	"[{""address""=>"",,Friedrich-Dittes-Straße 9,04318,Leipzig,"", ""location""=>{:lat=>51.336524, :lng=>12.412726}}]"	sprachheilschule.leipzig@web.de	http://www.foerderzentrum-sprachheilschule-leipzig.de/		"[""Anger-Crottendorf"", ""Ost""]"
Förderzentrum für Erziehungshilfe - Kurt-Biedermann-Schule	http://www.leipzig.de/detailansicht-adresse/foerderzentrum-fuer-erziehungshilfe-kurt-biedermann-schule/	Foerderschule	"[{""address""=>"",,Garskestraße 19,04205,Leipzig,"", ""location""=>{:lat=>51.32638, :lng=>12.287431}}]"	fsz-b@t-online.de	http://www.foerderzentrum-erziehungshilfe-leipzig.de/		"[""Schönau"", ""West""]"
"Freier Träger - Förderschule ""Werner Vogel"""	http://www.leipzig.de/detailansicht-adresse/freier-traeger-foerderschule-werner-vogel/	Foerderschule	"[{""address""=>"",,Hans-Marchwitza-Straße 12,04279,Leipzig,"", ""location""=>{:lat=>51.29958, :lng=>12.400028}}]"	Foerderschule@diakonie-leipzig.de	http://www.diakonie-leipzig.de/behindertenhilfe-foerderschule.html		"[""Lößnig"", ""Süd""]"
Freier Träger - Schule für geistig Behinderte Schloss Schönefeld e.V.	http://www.leipzig.de/detailansicht-adresse/freier-traeger-schule-fuer-geistig-behinderte-schloss-schoenefeld-ev/	Foerderschule	"[{""address""=>"",,Zeumerstraße 1-2,04347,Leipzig,"", ""location""=>{:lat=>51.359057, :lng=>12.408038}}]"	Schule-schloss-schoenefeld@t-online.de	http://www.schloss-schoenefeld.de/homeschule/		"[""Nordost"", ""Schönefeld-Ost""]"
Klinik- und Krankenhausschule - Dr.-Georg-Sacke-Schule	http://www.leipzig.de/detailansicht-adresse/klinik-und-krankenhausschule-dr-georg-sacke-schule/	Foerderschule	"[{""address""=>"",,Morawitzstraße 2,04289,Leipzig,"", ""location""=>{:lat=>51.304342, :lng=>12.442824}}]"	klinikschule-leipzig@t-online.de			"[""Südost"", ""Probstheida""]"
Sächsische Landesschule für Hörgeschädigte Leipzig	http://www.leipzig.de/detailansicht-adresse/saechsische-landesschule-fuer-hoergeschaedigte-leipzig/	Foerderschule	"[{""address""=>"",,Karl-Siegismund-Straße 2,04317,Leipzig,"", ""location""=>{:lat=>51.32743, :lng=>12.398413}}]"	info@shs.smk.sachsen.de	http://www.samuel-heinicke-schule-leipzig.de/		"[""Mitte"", ""Zentrum-Südost""]"
Schule für Blinde und Sehbehinderte - Wladimir-Filatow-Schule	http://www.leipzig.de/detailansicht-adresse/schule-fuer-blinde-und-sehbehinderte-wladimir-filatow-schule/	Foerderschule	"[{""address""=>"",,Am Kirschberg 49,04209,Leipzig,"", ""location""=>{:lat=>51.318013, :lng=>12.279885}}]"	wfs-leipzig@web.de	http://www.filatow-leipzig.de/		"[""West"", ""Grünau-Mitte""]"
Schule für geistig Behinderte - Lindenhofschule	http://www.leipzig.de/detailansicht-adresse/schule-fuer-geistig-behinderte-lindenhofschule/	Foerderschule	"[{""address""=>"",,Delitzscher Straße 110,04129,Leipzig,"", ""location""=>{:lat=>51.369784, :lng=>12.386212}}]"	fs-lindenhof@t-online.de	http://www.lindenhofschule-leipzig.de/		"[""Eutritzsch"", ""Nord""]"
Schule für geistig Behinderte - Martin-Schule	http://www.leipzig.de/detailansicht-adresse/schule-fuer-geistig-behinderte-martin-schule/	Foerderschule	"[{""address""=>"",,Neptunweg 31,04205,Leipzig,"", ""location""=>{:lat=>51.326084, :lng=>12.268232}}]"	martin-schule-leipzig@t-online.de			"[""Grünau-Nord"", ""West""]"
Schule für geistig Behinderte - Schule Rosenweg	http://www.leipzig.de/detailansicht-adresse/schule-fuer-geistig-behinderte-schule-rosenweg/	Foerderschule	"[{""address""=>"",,Rosenweg 59,04209,Leipzig,"", ""location""=>{:lat=>51.323541, :lng=>12.298516}}]"	schule-rosenweg@t-online.de	http://www.schule-rosenweg.de/		"[""West"", ""Grünau-Ost""]"
Schule für geistig Behinderte - Schule Thonberg	http://www.leipzig.de/detailansicht-adresse/schule-fuer-geistig-behinderte-schule-thonberg/	Foerderschule	"[{""address""=>"",,Riebeckstraße 50,04317,Leipzig,"", ""location""=>{:lat=>51.326736, :lng=>12.402257}}]"	fs-thonberg@t-online.de	http://www.thonberg-schule.de/		"[""Reudnitz-Thonberg"", ""Südost""]"
Schule für Körperbehinderte - Albert-Schweitzer-Schule	http://www.leipzig.de/detailansicht-adresse/schule-fuer-koerperbehinderte-albert-schweitzer-schule/	Foerderschule	"[{""address""=>"",,An der Märchenwiese 3,04277,Leipzig,"", ""location""=>{:lat=>51.305638, :lng=>12.392147}}]"	infopost@schweitzer.l.sn.schule.de	http://www.albert-schweitzer-schu-le.de/		"[""Süd"", ""Marienbrunn""]"
Schule zur Lernförderung - Adolph-Diesterweg-Schule	http://www.leipzig.de/detailansicht-adresse/schule-zur-lernfoerderung-adolph-diesterweg-schule/	Foerderschule	"[{""address""=>"",,Portitzer Straße 1,04318,Leipzig,"", ""location""=>{:lat=>51.343801, :lng=>12.425411}}]"	sekretariat@adolph-diesterweg-schule.net	http://www.adolph-diesterweg-schule.net/		"[""Ost"", ""Sellerhausen-Stünz""]"
Schule zur Lernförderung - Ernst-Zinna-Schule	http://www.leipzig.de/detailansicht-adresse/schule-zur-lernfoerderung-ernst-zinna-schule/	Foerderschule	"[{""address""=>"",,Wincklerstraße 3/5,04279,Leipzig,"", ""location""=>{:lat=>51.28661, :lng=>12.395742}}]"	ernst-zinna-schule-leipzig@t-online.de	http://www.sn.schule.de/~ernst-zinna-schule-leipzig/		"[""Süd"", ""Dölitz-Dösen""]"
